Name,OOS,,Total Verses,Verses to Sing,Familiarity,Service Index,Key,NVB,SSH,MAJ,NVR,Date of Most Recent Use,First Line,Notes,ID,Blood,Christmas,Cross,Easter,Grace,Heaven,Holy Spirit,Invitation,Missions,Patriotic,Prayer,Salvation,Second Coming,Bible,Calvary,Great Hymns,Service,Thanksgiving,Assurance,Christian Warfare,Comfort & Guidance,Consecration,Consolation,Faith & Trust,Joy & Singing,Love,Praise,Resurrection,Soul Winning & Service,Testimony,Lyrics,Log,Words,Music
God So Loved the World,,"464 | ""God So Loved the World"" () [C]",C,,,,D,,464,549,,,God so loved the world,,2464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ninety and Nine,,"465 | ""The Ninety and Nine"" () [5]",5,,,,Ab,,465,,,,There were ninety and nine that safely lay,,2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Breathe on Me, Breath of God",,"466 | ""Breathe on Me, Breath of God"" () [4]",4,,,,F,,466,106,,,"Breathe on Me, Breath of God",,2466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The B-I-B-L-E,,"467 | ""The B-I-B-L-E"" () [C]",C,,,,D,,467,,192,,The B-I-B-L-E,,2467,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Jesus Bids Us Shine,,"469 | ""Jesus Bids Us Shine"" () [4]",4,,,,G,,469,,436,,"Jesus bids us shine, With a clear, pure light",,2469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Come Unto Me (Milam),,"470 | ""Come Unto Me (Milam)"" () [3]",3,,,,C,,470,,,,"Come, all ye weary and oppressed",,2470,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
This Is My Father's World,,"472 | ""This Is My Father's World"" () [3]",3,,,,Eb,,472,116,,,I was drifting away on life's pitiless sea,,2472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ship Ahoy!,,"473 | ""Ship Ahoy!"" () [4]",4,,,,C,,473,,,,This is my Father’s world,,2473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Though Your Sins Be As Scarlet,,"474 | ""Though Your Sins Be As Scarlet"" () [3]",3,,,,Ab,,474,,,,Tho' your sins be as scarlet,,2474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jesus, Lover of My Soul (Refuge)",,"475 | ""Jesus, Lover of My Soul (Refuge)"" () [4]",4,,,,D,,475,,,,"Jesus, Lover of my soul",?,2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus In My Heart,,"477 | ""Jesus In My Heart"" () [3]",3,,,,Eb,,477,,,,You may wonder why it is I'm always happy,,2477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onward Christian Soldiers (Jude),,"478 | ""Onward Christian Soldiers (Jude)"" () [2]",2,,,,G,,478,,,,"Onward, Christian soldiers!",,2478,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Hallelujah Chorus,,"479 | ""Hallelujah Chorus"" () [C]",C,,,,D,,479,,,,Hallelujah!,,2479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rejoice, the Lord Is King",," | ""Rejoice, the Lord Is King"" () []",,,,,,,,1,,,,,3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Come, Christians, Join to Sing",," | ""Come, Christians, Join to Sing"" () []",,,,,,,,2,,,,,3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Come, Christians, Join to Sing (Descant)",," | ""Come, Christians, Join to Sing (Descant)"" () []",,,,,,,,3,,,,,3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If I Could Sing a Thousand Melodies,," | ""If I Could Sing a Thousand Melodies"" () []",,,,,,,,4,,,,,3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O for a Thousand Tongues [Azmon],," | ""O for a Thousand Tongues [Azmon]"" () []",,,,,,,,5,,,,?,3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glorious Is Thy Name,," | ""Glorious Is Thy Name"" () []",,,,,,,,8,,,,,3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I Love You, Lord",," | ""I Love You, Lord"" () []",,,,,,,,9,,,,,3009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Come, Thou Fount of Every Blessing [Warrenton]",," | ""Come, Thou Fount of Every Blessing [Warrenton]"" () []",,,,,,,,11,,,,,3011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Hail the Power of Jesus' Name [Coronation] (Descant),," | ""All Hail the Power of Jesus' Name [Coronation] (Descant)"" () []",,,,,,,,13,,,,,3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worthy of Praise,," | ""Worthy of Praise"" () []",,,,,,,,14,,,,,3014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O for a Thousand Tongues [Lyngham],," | ""O for a Thousand Tongues [Lyngham]"" () []",,,,,,,,15,,,,?,3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Come, Praise the Lord with Me",," | ""Come, Praise the Lord with Me"" () []",,,,,,,,16,,,,,3016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Song,," | ""My Song"" () []",,,,,,,,17,,,,,3017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"My Jesus, I Love Thee [Gypsy]",," | ""My Jesus, I Love Thee [Gypsy]"" () []",,,,,,,,19,,,,,3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Magnify the Lord,," | ""O Magnify the Lord"" () []",,,,,,,,22,,,,,3022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alleluia,," | ""Alleluia"" () []",,,,,,,,23,,,,,3023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Praise the Lord Who Reigns Above,," | ""Praise the Lord Who Reigns Above"" () []",,,,,,,,25,,,,,3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Praise to the Lord, the Almighty",," | ""Praise to the Lord, the Almighty"" () []",,,,,,,,26,,,,,3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thou Art Worthy,," | ""Thou Art Worthy"" () []",,,,,,,,27,,,,,3027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Look, Ye Saints! The Sight Is Glorious",," | ""Look, Ye Saints! The Sight Is Glorious"" () []",,,,,,,,28,,,,,3028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Praise, My Soul, the King of Heaven",," | ""Praise, My Soul, the King of Heaven"" () []",,,,,,,,29,,,,,3029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Worship and Adore You,," | ""We Worship and Adore You"" () []",,,,,,,,31,,,,,3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Praise Song,," | ""The Praise Song"" () []",,,,,,,,32,,,,,3032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Is King,," | ""He Is King"" () []",,,,,,,,33,,,,,3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To the Glory of Jesus Christ,," | ""To the Glory of Jesus Christ"" () []",,,,,,,,34,,,,,3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
With a Song of Praise,," | ""With a Song of Praise"" () []",,,,,,,,35,,,,,3035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stand Up and Bless the Lord,," | ""Stand Up and Bless the Lord"" () []",,,,,,,,36,,,,,3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worthy Is the Lamb,," | ""Worthy Is the Lamb"" () []",,,,,,,,37,,,,,3037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How Great Thou Art (Descant),," | ""How Great Thou Art (Descant)"" () []",,,,,,,,39,,,,,3039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Praise the Lord, Sing Hallelujah",," | ""Praise the Lord, Sing Hallelujah"" () []",,,,,,,,40,,,,,3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great and Mighty,," | ""Great and Mighty"" () []",,,,,,,,43,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To God Be the Glory (Descant),," | ""To God Be the Glory (Descant)"" () []",,,,,,,,45,,,,,3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crown Him with Many Crowns (Descant),," | ""Crown Him with Many Crowns (Descant)"" () []",,,,,,,,47,,,,,3047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alleluia! Sing to Jesus,," | ""Alleluia! Sing to Jesus"" () []",,,,,,,,49,,,,,3049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Father, I Adore You",," | ""Father, I Adore You"" () []",,,,,,,,51,,,,,3051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thine Be the Glory,," | ""Thine Be the Glory"" () []",,,,,,,,52,,,,,3052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Come, We That Love the Lord",," | ""Come, We That Love the Lord"" () []",,,,,,,,53,,,,,3053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How Wonderful Art Thou,," | ""How Wonderful Art Thou"" () []",,,,,,,,54,,,,,3054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sing Praise to God,," | ""Sing Praise to God"" () []",,,,,,,,55,,,,,3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Listen to His Voice,," | ""Listen to His Voice"" () []",,,,,,,,56,,,,,3056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worship the Lord,," | ""Worship the Lord"" () []",,,,,,,,57,,,,,3057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Creatures of Our God and King,," | ""All Creatures of Our God and King"" () []",,,,,,,,58,,,,,3058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Worship Thee,," | ""I Worship Thee"" () []",,,,,,,,59,,,,,3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How Majestic Is Thy Name,," | ""How Majestic Is Thy Name"" () []",,,,,,,,60,,,,,3060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Our Eyes,," | ""Open Our Eyes"" () []",,,,,,,,61,,,,,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Praise Ye Jehovah,," | ""Praise Ye Jehovah"" () []",,,,,,,,64,,,,,3064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God Is Holy,," | ""God Is Holy"" () []",,,,,,,,66,,,,,3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Holy, Holy, Holy (Descant)",," | ""Holy, Holy, Holy (Descant)"" () []",,,,,,,,69,,,,,3069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Master of Miracles,," | ""The Master of Miracles"" () []",,,,,,,,72,,,,,3072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great and Marvelous,," | ""Great and Marvelous"" () []",,,,,,,,74,,,,,3074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The God of the Impossible,," | ""The God of the Impossible"" () []",,,,,,,,75,,,,,3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He's So Great,," | ""He's So Great"" () []",,,,,,,,76,,,,,3076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God Sees the Heart,," | ""God Sees the Heart"" () []",,,,,,,,77,,,,,3077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strong in Salvation,," | ""Strong in Salvation"" () []",,,,,,,,78,,,,,3078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Heavens Declare,," | ""The Heavens Declare"" () []",,,,,,,,80,,,,,3080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You Are My Fortress,," | ""You Are My Fortress"" () []",,,,,,,,82,,,,,3082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eternal Father, Stong to Save",," | ""Eternal Father, Stong to Save"" () []",,,,,,,,84,,,,,3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lord Is My Light,," | ""The Lord Is My Light"" () []",,,,,,,,86,,,,,3086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Comforts Us,," | ""He Comforts Us"" () []",,,,,,,,88,,,,,3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Steps of a Good Man,," | ""The Steps of a Good Man"" () []",,,,,,,,91,,,,,3091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mercies of God,," | ""The Mercies of God"" () []",,,,,,,,97,,,,,3097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The God of All Comfort,," | ""The God of All Comfort"" () []",,,,,,,,98,,,,,3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All the Way,," | ""All the Way"" () []",,,,,,,,101,,,,,3101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My God Shall Supply,," | ""My God Shall Supply"" () [C]",C,,,,,,,102,398,,,,3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Walks Beside Me,," | ""He Walks Beside Me"" () []",,,,,,,,104,,,,,3104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Is Thy Faithfulness (Descant),," | ""Great Is Thy Faithfulness (Descant)"" () []",,,,,,,,110,,,,,3110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Very Best Friend,," | ""My Very Best Friend"" () []",,,,,,,,111,,,,,3111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What a Joy to Live for Jesus,," | ""What a Joy to Live for Jesus"" () []",,,,,,,,113,,,,,3113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's in His Name,," | ""It's in His Name"" () []",,,,,,,,115,,,,,3115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Knoweth the Way,," | ""He Knoweth the Way"" () []",,,,,,,,118,,,,,3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Must Abide in Jesus,," | ""I Must Abide in Jesus"" () []",,,,,,,,119,,,,,3119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God Makes No Mistakes,," | ""God Makes No Mistakes"" () []",,,,,,,,120,,,,,3120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Father, Lead Me",," | ""Father, Lead Me"" () [2]",2,,,,,,,122,430,,,,3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessed Is the Man,," | ""Blessed Is the Man"" () []",,,,,,,,124,,,,,3124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guard My Heart,," | ""Guard My Heart"" () []",,,,,,,,125,,,,,3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I Am His, and He Is Mine",," | ""I Am His, and He Is Mine"" () []",,,,,,,,128,,,,,3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why Should He Love Me So?,," | ""Why Should He Love Me So?"" () [C]",C,,,,,,,133,471,,,,3133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Before I Loved Him,," | ""Before I Loved Him"" () []",,,,,,,,135,,,,,3135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The King of Love My Shepherd Is,," | ""The King of Love My Shepherd Is"" () []",,,,,,,,136,,,,,3136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Praise the Savior, Ye Who Know Him",," | ""Praise the Savior, Ye Who Know Him"" () []",,,,,,,,139,,,,,3139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redeeming Love,," | ""Redeeming Love"" () []",,,,,,,,140,,,,,3140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There's a Wideness in God's Mercy,," | ""There's a Wideness in God's Mercy"" () []",,,,,,,,141,,,,,3141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Stand Amazed in the Presence,," | ""I Stand Amazed in the Presence"" () []",,,,,,,,143,,,,,3143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Owns the Cattle on a Thousand Hills,," | ""He Owns the Cattle on a Thousand Hills"" () []",,,,,,,,144,,,,,3144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love As I Loved,," | ""Love As I Loved"" () []",,,,,,,,145,,,,,3145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God Is Love,," | ""God Is Love"" () []",,,,,,,,146,,,,,3146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing Grace [New Britain] (Descant),," | ""Amazing Grace [New Britain] (Descant)"" () []",,,,,,,,148,,,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Is Flowing,," | ""Grace Is Flowing"" () []",,,,,,,,151,,,,,3151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Grace Is Sufficient,," | ""My Grace Is Sufficient"" () []",,,,,,,,152,,,,,3152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing Grace [Gift of Love],," | ""Amazing Grace [Gift of Love]"" () []",,,,,,,,154,,,,,3154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How Can It Be,," | ""How Can It Be"" () []",,,,,,,,156,,,,,3156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace! 'Tis a Charming Sound,," | ""Grace! 'Tis a Charming Sound"" () []",,,,,,,,158,,,,,3158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Unveiled Christ,," | ""The Unveiled Christ"" () []",,,,,,,,163,,,,,3163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jesus, Keep My Eyes Fixed on You",," | ""Jesus, Keep My Eyes Fixed on You"" () []",,,,,,,,164,,,,,3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Church's One Foundation,," | ""The Church's One Foundation"" () []",,,,,,,,165,,,,,3165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Church's One Foundation (Descant),," | ""The Church's One Foundation (Descant)"" () []",,,,,,,,166,,,,,3166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wonderful, Wonderful Jesus [New Orleans]",," | ""Wonderful, Wonderful Jesus [New Orleans]"" () []",,,,,,,,167,,,,?,3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What the World Needs Is Jesus,," | ""What the World Needs Is Jesus"" () []",,,,,,,,168,,,,,3168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus Is Lord of Everything,," | ""Jesus Is Lord of Everything"" () []",,,,,,,,169,,,,,3169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ask Ye What Great Thing I Know,," | ""Ask Ye What Great Thing I Know"" () []",,,,,,,,171,,,,,3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Will Be Exalted,," | ""He Will Be Exalted"" () []",,,,,,,,172,,,,,3172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My God Is a Righteous God,," | ""My God Is a Righteous God"" () []",,,,,,,,174,,,,,3174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O How I Love the Savior's Name,," | ""O How I Love the Savior's Name"" () []",,,,,,,,175,,,,,3175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Great Savior (Descant),," | ""Our Great Savior (Descant)"" () []",,,,,,,,178,,,,,3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God's Perfect Lamb,," | ""God's Perfect Lamb"" () []",,,,,,,,179,,,,,3179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jesus, Name of Love",," | ""Jesus, Name of Love"" () []",,,,,,,,181,,,,,3181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Always the Same,," | ""Always the Same"" () []",,,,,,,,182,,,,,3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamb of Glory,," | ""Lamb of Glory"" () []",,,,,,,,183,,,,,3183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Song of Jesus,," | ""My Song of Jesus"" () []",,,,,,,,184,,,,,3184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wonderful, Wonderful Jesus [Bethel]",," | ""Wonderful, Wonderful Jesus [Bethel]"" () []",,,,,,,,185,,,,?,3185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentle Jesus,," | ""Gentle Jesus"" () [3]",3,,,,,,,186,434,,,,3186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Is Lord,," | ""He Is Lord"" () [C]",C,,,,,,,187,35,,,,3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus Shall Reign,," | ""Jesus Shall Reign"" () [4]",4,,,,,,,188,375,,,,3188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jesus, You Are All in All",," | ""Jesus, You Are All in All"" () []",,,,,,,,189,,,,,3189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There Is A Redeemer,," | ""There Is A Redeemer"" () []",,,,,,,,190,,,,,3190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus Is Lord,," | ""Jesus Is Lord"" () []",,,,,,,,191,,,,,3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joy to the World (Descant),," | ""Joy to the World (Descant)"" () []",,,,,,,,195,,,,,3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hark! The Herald Angels Sing (Descant),," | ""Hark! The Herald Angels Sing (Descant)"" () []",,,,,,,,200,,,,,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Holy Night (Descant),," | ""O Holy Night (Descant)"" () []",,,,,,,,204,,,,,3204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infant Holy, Infant Lowly",," | ""Infant Holy, Infant Lowly"" () []",,,,,,,,205,,,,,3205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Born in a Manger,," | ""Born in a Manger"" () []",,,,,,,,206,,,,,3206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christmas Bell,," | ""Christmas Bell"" () []",,,,,,,,207,,,,,3207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Little Town of Bethlehem [Forest Green],," | ""O Little Town of Bethlehem [Forest Green]"" () []",,,,,,,,209,,,,?,3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentle Mary Laid Her Child,," | ""Gentle Mary Laid Her Child"" () []",,,,,,,,210,,,,,3210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Wonder as I Wander,," | ""I Wonder as I Wander"" () []",,,,,,,,211,,,,,3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March of the Wise Men,," | ""March of the Wise Men"" () []",,,,,,,,214,,,,,3214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Break Forth, O Beauteous Heavenly Light",," | ""Break Forth, O Beauteous Heavenly Light"" () []",,,,,,,,215,,,,,3215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Away in a Manger [Cradle Song],," | ""Away in a Manger [Cradle Song]"" () []",,,,,,,,216,,,,,3216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Little Town of Bethlehem [St. Louis],," | ""O Little Town of Bethlehem [St. Louis]"" () []",,,,,,,,217,,,,?,3217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How Great Our Joy,," | ""How Great Our Joy"" () []",,,,,,,,218,,,,,3218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Hearken Ye,," | ""O Hearken Ye"" () []",,,,,,,,221,,,,,3221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In the Bleak Mid-Winter,," | ""In the Bleak Mid-Winter"" () []",,,,,,,,222,,,,,3222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Birthday of a King,," | ""The Birthday of a King"" () []",,,,,,,,224,,,,,3224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Away in a Manger [Mueller],," | ""Away in a Manger [Mueller]"" () []",,,,,,,,225,,,,,3225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who Is He in Yonder Stall,," | ""Who Is He in Yonder Stall"" () []",,,,,,,,227,,,,,3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O Come, O Come, Emmanuel",," | ""O Come, O Come, Emmanuel"" () []",,,,,,,,229,,,,,3229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Am Redeemed,," | ""I Am Redeemed"" () []",,,,,,,,232,,,,,3232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In the Cross of Christ,," | ""In the Cross of Christ"" () [2]",2,,,,,,,233,414,,,,3233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow, I Will Follow",," | ""Follow, I Will Follow"" () [2]",2,,,,,,,238,130,,,,3238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Is Finished,," | ""It Is Finished"" () []",,,,,,,,239,,,,,3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Were You There,," | ""Were You There"" () []",,,,,,,,240,,,,,3240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Sacred Head,," | ""O Sacred Head"" () []",,,,,,,,241,,,,,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Come to the Cross,," | ""Come to the Cross"" () []",,,,,,,,242,,,,,3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When I Survey the Wondrous Cross [Hamburg],," | ""When I Survey the Wondrous Cross [Hamburg]"" () []",,,,,,,,243,,,,?,3243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When I Survey the Wondrous Cross [Hamburg] (Descant),," | ""When I Survey the Wondrous Cross [Hamburg] (Descant)"" () []",,,,,,,,244,,,,?,3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In My Place,," | ""In My Place"" () []",,,,,,,,248,,,,,3248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When I Survey the Wondrous Cross [Hampton Park],," | ""When I Survey the Wondrous Cross [Hampton Park]"" () []",,,,,,,,249,,,,?,3249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But the Blood [Plainfield],," | ""Nothing But the Blood [Plainfield]"" () []",,,,,,,,252,,,,?,3252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvary's Blood,," | ""Calvary's Blood"" () []",,,,,,,,253,,,,,3253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
